old_path,new_path,ownership_type,interface_or_component,atlas_group,packing_policy,notes_cn
assets/runtime/ui/battle/board/text/atlas_regions/letter_v.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/letter_v.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/letter_w.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/letter_w.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/letter_x.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/letter_x.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/letter_y.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/letter_y.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/letter_z.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/letter_z.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_1.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_1.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_10.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_10.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_2.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_2.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_3.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_3.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_4.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_4.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_5.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_5.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_6.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_6.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_7.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_7.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_8.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_8.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlas_regions/number_9.tres,assets/runtime/ui/components/board_glyphs/atlas_regions/number_9.tres,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/battle/board/text/atlases/block_glyphs_sheet.png,assets/runtime/ui/components/board_glyphs/atlases/block_glyphs_sheet.png,component,board_glyphs,atlas_ui_component_board_glyphs,EXISTING_ATLAS_SHEET,现有运行图集原图；必须与全部 AtlasTexture 区域资源原子迁移。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv01.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv01.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv02.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv02.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv03.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv03.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv04.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv04.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv05.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv05.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv06.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv06.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv07.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv07.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv08.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv08.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/crystal_v2/crystal_tower_lv09.png,assets/runtime/ui/components/crystal_tower/textures/crystal_tower_lv09.png,component,crystal_tower,atlas_ui_component_crystal_tower,STANDALONE,水晶塔等级序列是跨战斗流程复用的玩法组件，保持逐级独立替换。
assets/runtime/ui/battle/core/guaiwmendong.png,assets/runtime/ui/interfaces/battle/standalone/monster_gate.png,interface,battle,atlas_ui_interface_battle,STANDALONE,战斗世界大图；同时将中文/拼音旧名称改为明确英文功能名。
assets/runtime/ui/battle/core/背景.png,assets/runtime/ui/interfaces/battle/standalone/battle_background.png,interface,battle,atlas_ui_interface_battle,STANDALONE,战斗世界大图；同时将中文/拼音旧名称改为明确英文功能名。
assets/runtime/ui/battle/core/路径.png,assets/runtime/ui/interfaces/battle/standalone/monster_path.png,interface,battle,atlas_ui_interface_battle,STANDALONE,战斗世界大图；同时将中文/拼音旧名称改为明确英文功能名。
assets/runtime/ui/battle/prompts/icon_critical.png,assets/runtime/ui/interfaces/battle/combat_feedback/icons/icon_critical.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/icon_fire.png,assets/runtime/ui/interfaces/battle/combat_feedback/icons/icon_fire.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/icon_ice.png,assets/runtime/ui/interfaces/battle/combat_feedback/icons/icon_ice.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/icon_lightning.png,assets/runtime/ui/interfaces/battle/combat_feedback/icons/icon_lightning.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/icon_poison.png,assets/runtime/ui/interfaces/battle/combat_feedback/icons/icon_poison.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/imprint_choice_v2/ui_badge_new_blank_128x120_2x_v01.png,assets/runtime/ui/interfaces/imprint_choice/decorations/ui_badge_new_blank_128x120_2x_v01.png,interface,imprint_choice,atlas_ui_interface_imprint_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/imprint_choice_v2/ui_button_ad_unlock_blank_316x92_2x_v01.png,assets/runtime/ui/interfaces/imprint_choice/buttons/ui_button_ad_unlock_blank_316x92_2x_v01.png,interface,imprint_choice,atlas_ui_interface_imprint_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/imprint_choice_v2/ui_button_confirm_blank_330x120_2x_v01.png,assets/runtime/ui/interfaces/imprint_choice/buttons/ui_button_confirm_blank_330x120_2x_v01.png,interface,imprint_choice,atlas_ui_interface_imprint_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/imprint_choice_v2/ui_item_card_blank_300x636_2x_v01.png,assets/runtime/ui/interfaces/imprint_choice/backplates/ui_item_card_blank_300x636_2x_v01.png,interface,imprint_choice,atlas_ui_interface_imprint_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/imprint_choice_v2/ui_title_banner_blank_304x52_v01.png,assets/runtime/ui/interfaces/imprint_choice/decorations/ui_title_banner_blank_304x52_v01.png,interface,imprint_choice,atlas_ui_interface_imprint_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/level_complete_v2/crystal_divider.png,assets/runtime/ui/interfaces/chapter_node_complete/decorations/crystal_divider.png,interface,chapter_node_complete,atlas_ui_interface_chapter_node_complete,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/level_complete_v2/popup_panel.png,assets/runtime/ui/interfaces/chapter_node_complete/backplates/popup_panel.png,interface,chapter_node_complete,atlas_ui_interface_chapter_node_complete,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/level_complete_v2/primary_button.png,assets/runtime/ui/interfaces/chapter_node_complete/buttons/primary_button.png,interface,chapter_node_complete,atlas_ui_interface_chapter_node_complete,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/level_complete_v2/title_plaque.png,assets/runtime/ui/interfaces/chapter_node_complete/decorations/title_plaque.png,interface,chapter_node_complete,atlas_ui_interface_chapter_node_complete,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/prompts/prompt_panel.png,assets/runtime/ui/interfaces/battle/combat_feedback/backplates/prompt_panel.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/battle/tutorial/icon_crystal_awakening_level_01.png,assets/runtime/ui/interfaces/battle/tutorial/icons/icon_crystal_awakening_level_01.png,interface,battle,atlas_ui_interface_battle,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/backplates/benefits_button_entitled_v01.png,assets/runtime/ui/interfaces/benefits/backplates/benefits_button_entitled_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/backplates/benefits_button_purchase_v01.png,assets/runtime/ui/interfaces/benefits/backplates/benefits_button_purchase_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/backplates/benefits_offer_card_v01.png,assets/runtime/ui/interfaces/benefits/backplates/benefits_offer_card_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/backplates/benefits_popup_shell_fixed_v01.png,assets/runtime/ui/interfaces/benefits/backplates/benefits_popup_shell_fixed_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/backplates/benefits_title_ribbon_v01.png,assets/runtime/ui/interfaces/benefits/backplates/benefits_title_ribbon_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/icons/benefits_icon_coin_stack_v01.png,assets/runtime/ui/interfaces/benefits/icons/benefits_icon_coin_stack_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/icons/benefits_icon_no_ad_base_v01.png,assets/runtime/ui/interfaces/benefits/icons/benefits_icon_no_ad_base_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/benefits_popup_v01/icons/benefits_icon_shield_star_v01.png,assets/runtime/ui/interfaces/benefits/icons/benefits_icon_shield_star_v01.png,interface,benefits,atlas_ui_interface_benefits,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/cards/atlas_regions/ascension_hammer.tres,assets/runtime/ui/components/card_icons/atlas_regions/ascension_hammer.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/castle_cannon.tres,assets/runtime/ui/components/card_icons/atlas_regions/castle_cannon.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/dragon_catapult.tres,assets/runtime/ui/components/card_icons/atlas_regions/dragon_catapult.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/fate_shuffler.tres,assets/runtime/ui/components/card_icons/atlas_regions/fate_shuffler.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/fire_conduit.tres,assets/runtime/ui/components/card_icons/atlas_regions/fire_conduit.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/frost_bell.tres,assets/runtime/ui/components/card_icons/atlas_regions/frost_bell.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/frost_prism.tres,assets/runtime/ui/components/card_icons/atlas_regions/frost_prism.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/piercing_cannon.tres,assets/runtime/ui/components/card_icons/atlas_regions/piercing_cannon.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/poison_tank.tres,assets/runtime/ui/components/card_icons/atlas_regions/poison_tank.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/rapid_clockwork.tres,assets/runtime/ui/components/card_icons/atlas_regions/rapid_clockwork.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/star_boiler.tres,assets/runtime/ui/components/card_icons/atlas_regions/star_boiler.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/thunder_ballista.tres,assets/runtime/ui/components/card_icons/atlas_regions/thunder_ballista.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/thunder_spire.tres,assets/runtime/ui/components/card_icons/atlas_regions/thunder_spire.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/twin_lens.tres,assets/runtime/ui/components/card_icons/atlas_regions/twin_lens.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/twin_mold.tres,assets/runtime/ui/components/card_icons/atlas_regions/twin_mold.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlas_regions/unity_dial.tres,assets/runtime/ui/components/card_icons/atlas_regions/unity_dial.tres,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_REGION,现有 AtlasTexture 区域资源；必须与图集原图及消费者引用原子迁移。
assets/runtime/ui/cards/atlases/card_icons_sheet.png,assets/runtime/ui/components/card_icons/atlases/card_icons_sheet.png,component,card_icons,atlas_ui_component_card_icons,EXISTING_ATLAS_SHEET,现有运行图集原图；必须与全部 AtlasTexture 区域资源原子迁移。
assets/runtime/ui/cards/backs/crystal_card_back.png,assets/runtime/ui/components/card_backs/textures/crystal_card_back.png,component,card_backs,atlas_ui_component_card_backs,STANDALONE,水晶卡背为玩法组件大图，保持独立纹理。
assets/runtime/ui/cards/choice_v2/ui_badge_corner_blank_96x96_2x_v01.png,assets/runtime/ui/interfaces/crystal_card_choice/decorations/ui_badge_corner_blank_96x96_2x_v01.png,interface,crystal_card_choice,atlas_ui_interface_crystal_card_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
assets/runtime/ui/cards/choice_v2/ui_button_confirm_blank_464x152_2x_v01.png,assets/runtime/ui/interfaces/crystal_card_choice/buttons/ui_button_confirm_blank_464x152_2x_v01.png,interface,crystal_card_choice,atlas_ui_interface_crystal_card_choice,PACK_CANDIDATE,按当前真实消费者归入对应界面或共用模块。
