"output_atlas","source_path","x","y","width","height","sha256","provenance"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_10.png","1316","332","320","320","a0bb546c4965c2f14abe0521b4f975ef226ded77434f25187e388d68fb67fe59","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_11.png","1644","332","320","320","50bbcf050a9fcc535e64625e3a14a60857bd3ed11aaa8cc3087ec9db489f73e4","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_12.png","4","660","320","320","9a80f63fcfed2e097000afddf82e7e22dd8bf06e5927f768667dda21cb2b359f","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_13.png","332","660","320","320","ed4af4e0bcf806860777c4711a1f7b7ac97a52a3e09107bf7a7960b0220f5ddc","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_14.png","660","660","320","320","2d56a6390b8f7584dbf4b33f164a626463f306b96e3e4bbc09392af35ac022d9","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_15.png","988","660","320","320","2bbb4dcaed1dc9f0c364ccfd62d8cc113a282a227bbf2b185b838a7f19ca6939","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_16.png","1316","660","320","320","1c2aa961238f74daf1121f9051c6345908e5dac7e61856aa8d399139a3f76488","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/walk/frame_17.png","1644","660","320","320","f8633ad77ea38607b84add340ed7613d5ca4bbb808cabb84cd1622a8040cccab","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_00.png","4","4","320","320","9d32344890b154f670015ef2af981d2cfab6c6fe1bd0541689c245fbcc0159a5","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_01.png","332","4","320","320","ddc280db201a44bf298c55d1626dab50b70d6f260cc1f28fa86ba4e986c91b0f","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_02.png","660","4","320","320","7c653d829c3157f123de1456cc8a12225b6750cec2d7070f5cf0d7472d418dca","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_03.png","988","4","320","320","60fa6eae8258b28edd6b4a29d17edfbb69512cbd9aaa9b7fc6a0eb0fe4cf14c8","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_04.png","4","332","320","320","60fa6eae8258b28edd6b4a29d17edfbb69512cbd9aaa9b7fc6a0eb0fe4cf14c8","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_05.png","332","332","320","320","9b0e449774a23ca340076ed82507622f1b76e01830783e13872c8614bc9efa8b","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_06.png","660","332","320","320","6bb49ca13b7beec5d3cad454e60c3dc602c38eb1bb9ef01404d871938ae7f7c0","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/slime_stage_01_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/slime_stage_01/hit/frame_07.png","988","332","320","320","8a6cd0d8c5b79952c310d5d8d8665f0087a11dd22906a1a45030f8ddb0c007d9","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-1.png","4","4","320","320","c1dac2bbe44c760c1670f578f3b642ee0b3764d1662cea48998934aaf99fae3d","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-2.png","332","4","320","320","d7df3723d37c26a2e5324393c13337258c8a6ce9f3e1b9498b463ee5e15f9aee","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-3.png","660","4","320","320","cf780d8a2dd88ed8c64ad541e6627bd5c36c1f132a91336d2f0941b9da34cdfd","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-4.png","988","4","320","320","b30207bdf0c746712aa163cf3f0b9da9e29033f18e75d6128be80ce94affc133","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-5.png","1316","4","320","320","4d6f3370159d956a4727d582b9f082ba2b8d28973ecfbea4283992df6435da3a","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-6.png","4","332","320","320","c4317775b908579cd695251b338f717a006a68310b0381f7e80142774d5e768d","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-7.png","332","332","320","320","7f5568dd55d0fab6eeb7385f856f9d0c13fd0f2006993570cd9177e807b6670f","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-8.png","660","332","320","320","23a91ef2bc06b6ef2f90512aa1635b3d412972bb226c16970ef4477f4ded8f73","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-9.png","988","332","320","320","b63b988fc6177b94bfd353e3c6561d7238c826e31bde69df0ba71c204c98c6b4","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-10.png","1316","332","320","320","a527241a44b28b7eeb599cbe0813848e931746cd87dc5f4e9064344b2b074f17","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-11.png","4","660","320","320","f878d594a8b280c59880ccae98f7dd11fcb8928fbe466ff1780b07c47b723c2d","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-12.png","332","660","320","320","4deee75ac9874693ef93f42ee1b7a45764d2848bfd3fc2838ac243a433905cc4","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-13.png","660","660","320","320","2c4f4b7d0c3a8647a835818a5c74a6b8494ed551d554b7319080404363ceb100","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-14.png","988","660","320","320","95d67fa517135b81079536f2317bd72774a3433c4c2a818d9c237ae412b357f6","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-15.png","1316","660","320","320","2bea2402dd4ab0b09e1bfd87fd1ec46cf4ac85534363be9b516f0d3f0b65d6ac","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-16.png","4","988","320","320","ee70f35d32df7ca93d64c0e7bb71324943402ce0f0e9c058021ffafc08bc148d","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-17.png","332","988","320","320","c2552a954e041070cbd4682e93b6ab3b3b26f08bfe33d4356c3e3c5e99c0ce17","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-18.png","660","988","320","320","1524b7417691ce45c38d858ccc03d3371f94539fd6ae70a4e91a60e4335e9903","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/monster_death_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/die/C-19.png","988","988","320","320","6f1d31141963f6da09e2442324d1b576b4b55009aa5a8835ba612378eca4db20","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00000.png","4","4","320","320","8f57781fe773d01d3ac272066fd61917837a74fdcd3b0041cd9f461acc754541","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00001.png","332","4","320","320","26f9d262cfe787c475721bebed9083aab450cdcf7f946615fd50144e25b3e4d9","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00002.png","660","4","320","320","62c75ef09fc026d7db3ccec023e4591e6215717f57557e4b48fb1dbe65cddba3","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00003.png","988","4","320","320","67cc9b0114bd2257d968cf381e1e0d1c3a5f6d8a3ab9ceeba9acd467772ab186","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00004.png","1316","4","320","320","67cc9b0114bd2257d968cf381e1e0d1c3a5f6d8a3ab9ceeba9acd467772ab186","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00005.png","1644","4","320","320","d561ba076004d2d1f6c3d207f857c6a0e6e2eb52a57d47bef569fdd3abc770ac","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00006.png","4","332","320","320","2dfbe7fd12cff97e0a007eae40d3a673d5e39c085c95d2b72b4529aa31151449","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00007.png","332","332","320","320","a143e0ec058f0d3a51451325929d1c0b34bb59055a8515413744495c3bc16d55","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00008.png","660","332","320","320","d492fc125e8855b84ccc6744dac07a720afc5c9646663bd8745a1a344a501b57","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00009.png","988","332","320","320","d492fc125e8855b84ccc6744dac07a720afc5c9646663bd8745a1a344a501b57","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00010.png","1316","332","320","320","84718d3c6804252adcd55e0e71feda029f1513945c7b32cdb66e29201fe9e0d0","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00011.png","1644","332","320","320","c4406d7de61e5d04191bf23c39c90730a6533c15286b31bdc0598ab38ac9da06","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00012.png","4","660","320","320","88d0e4c13281d6ba0c6cf8a68a8f047292e551edba905d7c1a3268c5f160292a","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00013.png","332","660","320","320","0c2d77787a3db5610378732a0fa189b62fd929d555fe076ab42ee0294d7dea70","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00014.png","660","660","320","320","0c2d77787a3db5610378732a0fa189b62fd929d555fe076ab42ee0294d7dea70","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00015.png","988","660","320","320","03bfa75ada166b99f5442f1d369bd2e0789872803e0267692d0cf005368e6e57","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00016.png","1316","660","320","320","c792efdbc3804b21fc1f45c113ccbf37be09da6d8d5704be2dd116a3640bcb24","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00017.png","1644","660","320","320","2c4d3cb1e9fce9823f602fd519d19568eb2cc7c025d34305d5f9a0d83acc2273","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00018.png","4","988","320","320","b20bf09aa8a77e07bd424f20f577656baf9b52bc2f5deeeafc26225f44867987","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00019.png","332","988","320","320","b20bf09aa8a77e07bd424f20f577656baf9b52bc2f5deeeafc26225f44867987","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00020.png","660","988","320","320","adb76ca7838edff9752d5c6197d132e687d017d1a5e50f5978d9a503a249dbb4","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00021.png","988","988","320","320","e3431795fc8ba18717fd6986c2eb68acddcf8d13fd772bfd917853e5d9ad50b9","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00022.png","1316","988","320","320","04fffa49452a5b3578326e06131c2d37bdf20c319d5bd1f4aec7b3935973b5e7","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00023.png","1644","988","320","320","6554dc21fd053f0d0c852e265f3ce935f14d3510e6bb3224403d76716ac0d029","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00024.png","4","1316","320","320","6554dc21fd053f0d0c852e265f3ce935f14d3510e6bb3224403d76716ac0d029","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00025.png","332","1316","320","320","d051a30c4298de6e82b829b0577e7bf8c29e926acc0ee8c14800781581df9232","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00026.png","660","1316","320","320","0b24eb3c73c651eaf4e606ff2a47ff106a745ab42e49419202dc8f1b5d79f041","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_walk_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/goblin_stage_03_00027.png","988","1316","320","320","2ccae8b5ab3140bfc0d4281aa02f09a60c27e8e7496ee211427cee67deb3f5a2","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/shyouji-1.png","4","4","320","320","2e67284e2eb8aedd16751817be6c52c8a6aeccd440bc8db8e884ca864f297d9f","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/shyouji-2.png","332","4","320","320","3649c6ad7cd11fb3cd6d6877cf921587f50aca8441b66e104d207df683d32351","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/shyouji-3.png","660","4","320","320","0324e0445c22d9857c02cd26bcedb89dc1099f4a7b1f86686a847eb1aec7400a","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/shyouji-4.png","988","4","320","320","689d0432cb18144473c828b15de37f7350060aea5f879b377c5710d1044ae32e","lossless_crop_from_current_runtime_atlas"
"assets/runtime/characters/monsters/atlases/tutorial_armored_hit_sheet.png","art/production/characters/runtime_atlas_sources/2026-08-20/xingzou_boos/shyouji-5.png","1316","4","320","320","ba2c347e6b352ffc3282ed29af6e37b3d75a3df2ef273a510d251cf9057a8672","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_00.png","4","4","200","200","57416294c1db6e82eae07521d9b20bb16f41280ac8b4ce89ac46883720540da0","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_01.png","212","4","200","200","96c118978f727344da4d220115c9117798d7f05280f05564df397793ddfc4d78","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_02.png","420","4","200","200","61c64e23449e571ad9a4f25fa571ea917695cfdc74e21dba1fffca96dfc394b1","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_03.png","628","4","200","200","bc9f9bfe02419003fc9db49841a1ae3ba12253e70d1c35f96adae6d4d7762aa2","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_04.png","4","212","200","200","ce155c14cd61bba157a3c64c2f4408cd1362cd3548754526d0672696f88eb260","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_05.png","212","212","200","200","c96ebb7397a38913c37047bb8d6e489e39e5c1687a92b4013f91fc5ae1d251c0","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_06.png","420","212","200","200","273df84d725c635444a778d84a47a2ce2d0af63f39f3584bf7a8e13d5a07f97e","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_07.png","628","212","200","200","18e61bfca50852c18c7f927fb87462162be2bb7aa3d120bae390843e31e7c9d2","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_08.png","4","420","200","200","dbb550b4019df851eb266c0962de941fec7bc190d683e2273d8f80fbd3d41125","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_09.png","212","420","200","200","db06ba145cf49f50fb47219c6089523f1a5d805f6df04298921d1e39b342b7dd","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_10.png","420","420","200","200","576c73181d1da753af3ea44f4c51526e09657b7b8febb85f8e00dbe3c4aa5cee","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_11.png","628","420","200","200","6fc44527adec37ffd7a9b7ae25fa531e15400a5f5f1580c65524cf7bdf2a06d9","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/merge/atlases/merge_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/merge/frame_12.png","4","628","200","200","4d052b966d0fe0fb85c8137dec0f2131750aff56fc83348763f6e3e903d527bb","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/elements/lightning/atlases/beam_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/lightning_beam/frame_00.png","4","4","258","516","90c5ce54fa2d960ee1883636f7bbd97114e926d0067445209b782b93ce633e66","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/elements/lightning/atlases/beam_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/lightning_beam/frame_01.png","270","4","258","516","cbd3dd72d7578ed50f6332e6ad8076586c11eacba445d83447595514071d16be","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/elements/lightning/atlases/beam_sheet.png","art/production/fx/runtime_atlas_sources/2026-08-20/lightning_beam/frame_02.png","536","4","258","516","e4a87fc40c5f1cf9784276036558ec937e9887d765565dd231ee6ecb563dc7c0","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_00.png","4","4","320","320","cd4e6bfb8e9b5d8312760d524adb73765d47890e7bb0227fc79a3631bdb230d8","lossless_crop_from_current_runtime_atlas"
